id товара,наименование,ссылка на товар,регулярная цена,промо цена,бренд
1009215,https://4lapy.ru//catalog/koshki/korm-koshki/Mealfeel_pauch_dlya_koshek_dlya_krasoty_shersti_i_zdorovya_kognogo_pokrova_kusochki_s_indeykoy_v_so_1009215.html?offer=41564,"Functional Nutrition Beauty Влажный корм (пауч) для кошек, красоты шерсти и здоровья кожного покрова, с кусочками индейки в соусе, 100 гр.",89,not_pomo_price,Mealfeel
1054021,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-sterilizovannyh-koshek-s-yagnenkom.html?offer=146992,"Adult Sterilized Luxury Hairball сухой корм для стерилизованных кошек с ягненком, 1,5 кг",1069,not_pomo_price,UNICA
1026174,https://4lapy.ru//catalog/koshki/korm-koshki/proplan-nutri-seyvor-pauch-85g-dlya-koshek-7-s-indeykoy.html?offer=75545,"Senior 7+ влажный корм для пожилых кошек с индейкой, в соусе, 85 г",87,not_pomo_price,Pro Plan ®
1027894,https://4lapy.ru//catalog/koshki/korm-koshki/monge-cat-korm-dlya-kotyat-1-5-kg.html?offer=81097,"Kitten корм для здорового роста котят в возрасте от 1 до 12 месяцев, беременных и кормящих кошек, с курицей, 1,5 кг",1775,not_pomo_price,Monge
1009976,https://4lapy.ru//catalog/koshki/korm-koshki/Pro_Plan_Junior_konservirovannyy_korm_dlya_kotyat_indeyka_pak__85g_1009976.html?offer=41600,"Влажный корм для котят Nutri Savour, с индейкой в соусе 85 г",87,not_pomo_price,Pro Plan ®
1053529,https://4lapy.ru//catalog/koshki/korm-koshki/ownat-care-korm-dlya-vzroslyh-koshek-hypoallergenic-s-ryboy-pak-1-5kg.html?offer=145770,"Adult Care Hypoallergenic Сухой корм гипоаллергенный для взрослых кошек, с рыбой, 3 кг",2815,not_pomo_price,Ownat
1027292,https://4lapy.ru//catalog/koshki/korm-koshki/purina-vetdieta-pauch-85g-dlya-koshek-en-kurica.html?offer=79910,"Veterinary Diets EN ST/OX Gastrointestinal влажный корм для взрослых кошек при расстройствах пищеварения, с курицей, в соусе, 85 г",147,not_pomo_price,Purina
1043130,https://4lapy.ru//catalog/koshki/korm-koshki/farmina-n-d-prime-cat-chicken-pomegranate-kitten-300g.html?offer=119881,"N&D PRIME сухой корм для котят, с курицей и гранатом, 1,5кг",2995,not_pomo_price,Farmina
1030236,https://4lapy.ru//catalog/koshki/korm-koshki/proplan-suh-400g-dlya-sterilizovannyh-koshek-s-kuricey.html?offer=86129,"Sterilised сухой корм для взрослых кошек для стерилизованных с чувствительным пищеварением с курицей, 1,5 кг",1957,1663.45,Pro Plan ®
1009311,https://4lapy.ru//catalog/koshki/korm-koshki/Pro_Plan_Delicate_konservirovannyy_korm_dlya_koshek_s_okeanicheskoy_ryboy_pak__85g_1009311.html?offer=41596,"Nutri Savour влажный корм для взрослых кошек с чувствительным пищеварением или с особыми предпочтениями в еде, с океанической рыбой в соусе, 85 г",87,not_pomo_price,Pro Plan ®
1043134,https://4lapy.ru//catalog/koshki/korm-koshki/farmina-n-d-prime-cat-chicken-pomegranate-adult-300g.html?offer=119886,"N&D PRIME сухой корм для кошек, с курицей и гранатом, 1,5кг",2725,not_pomo_price,Farmina
1004484,https://4lapy.ru//catalog/koshki/korm-koshki/Korm_dlya_koshek_Royal_Kanin_Instinktiv_v_gele_pak__85_g_1004484.html?offer=31011,"Instinctive кусочки в желе для кошек старше 1 года, 85 г",89,not_pomo_price,Royal Canin
1000714,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_Sensible_33_suhoy_korm_dlya_koshek_pri_chuvstvitelnom_pishchevarenii.html?offer=45709,"Sensible 33 сухой корм для кошек с чувствительной пищеварительной системой в возрасте с 1 года до 7 лет, 2 кг",2409,not_pomo_price,Royal Canin
1016946,https://4lapy.ru//catalog/koshki/korm-koshki/Purina_NF_pauch_dlya_koshek_Kuritsa_pak__85g_1016946.html?offer=44086,"Veterinary Diets NF Renal Function влажный корм для взрослых кошек для поддержания функции почек при хронической почечной недостаточности, с курицей, в соусе, 85 г",147,not_pomo_price,Purina
1030464,https://4lapy.ru//catalog/koshki/korm-koshki/korm-dlya-sterilizovannyh-koshek-s-forelyu.html?offer=86470,"Monoprotein Sterilised Trout сухой корм для стерилизованных кошек с форелью, 1,5кг",1815,not_pomo_price,Monge
1043230,https://4lapy.ru//catalog/koshki/korm-koshki/vet-life-natural-diet-cat-struvite.html?offer=119985,"Vet Life Struvite диетический влажный корм для кошек при мочекаменной болезни, 85г",175,not_pomo_price,Farmina
1026800,https://4lapy.ru//catalog/koshki/korm-koshki/wellkiss-pauch-100g-dlya-koshek-sterilayzd-kusochki-s-indeykoy-v-souse.html?offer=77313,"Sterilised Влажный корм (пауч) для стерилизованных кошек, кусочки с индейкой в соусе, 100 гр.",68,57.8,Wellkiss
1053069,https://4lapy.ru//catalog/koshki/korm-koshki/konservirovannyy-korm-dlya-sterilizovannykh-koshek-kusochki-v-souse-s-indeykoy.html?offer=144871,"Sterilized Влажный корм (пауч) для стерилизованных кошек, кусочки с индейкой в соусе, 85 гр.",55,not_pomo_price,Wellkiss
1016215,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_pauch_s_sousom_dlya_koshek_porody_Britanskaya_korotkosherstnaya_85_g_1016215.html?offer=41626,"British Shorthair Adult влажный корм для кошек британской короткошерстной породы старше 12 месяцев, 85 г",93,not_pomo_price,Royal Canin
1002777,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_34_Adult_suhoy_korm_dlya_koshek_porody_Britanskaya_korotkosherstnaya.html?offer=43492,"36 Adult Корм сухой для кошек породы Британская короткошерстная, 2 кг",2899,not_pomo_price,Royal Canin
1054719,https://4lapy.ru//catalog/koshki/korm-koshki/konservy-dlya-koshek-nezhnye-kusochki-s-lososem-i-tuntsom-v-zhele.html?offer=148778,"Влажный корм (консервы) для кошек, нежные кусочки с лососем и тунцом в желе, 410 гр.",119,not_pomo_price,Wellkiss
1054023,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-sterilizovannyh-koshek-s-tuncom1.html?offer=146995,"Adult Sterilized Sensitive сухой корм для стерилизованных кошек с тунцом, 1,5 кг",1069,not_pomo_price,UNICA
1003672,https://4lapy.ru//catalog/koshki/korm-koshki/Hills_CD_dieticheskiy_suhoy_korm_dlya_koshek_dlya_profilaktiki_MKB_kuritsey.html?offer=45808,"Prescription Diet c-d Multicare Urinary Care Сухой диетический корм для кошек, с курицей, 400 гр.",2635,2371.5,Hill's
1016216,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_pauch__s_sousom__dlya_koshek_porody_Meyn_kun_85_g_1016216.html?offer=41628,"Maine Coon Adult влажный корм для кошек породы мейн-кун старше 15 месяцев, 85 г",93,not_pomo_price,Royal Canin
1008817,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_Kitten_Instinctive_pauch_dlya_kotyat_v_gele_85_g_1008817.html?offer=41620,"Kitten влажный корм для котят от 4 до 12 месяцев кусочки в желе, 85 г",89,not_pomo_price,Royal Canin
1020144,https://4lapy.ru//catalog/koshki/korm-koshki/Korm_dlya_kotyat_Proplan_Nutri_Seyvor_s_Govyadinoy_pak__85g_1020144.html?offer=31009,"Kitten влажный корм для котят с говядиной, в соусе, 85 г",87,not_pomo_price,Pro Plan ®
1051859,https://4lapy.ru//catalog/koshki/korm-koshki/konservirovannyy-korm-dlya-vzroslykh-koshek-file-tuntsa-s-toppingom-iz-file-tsyplenka.html?offer=140675,"Влажный корм (консервы) для взрослых кошек, филе тунца с топпингом из филе цыпленка, 80 гр.",155,not_pomo_price,Grandin
1043138,https://4lapy.ru//catalog/koshki/korm-koshki/farmina-n-d-prime-cat-wild-boar-apple-adult-300g.html?offer=119891,"N&D PRIME сухой корм для кошек, с кабаном и яблоком, 1,5кг",2725,not_pomo_price,Farmina
1049575,https://4lapy.ru//catalog/koshki/korm-koshki/pro-plan-veterinary-diets-hydra-care-vlazhnyy-korm-dlya-koshek-85g.html?offer=134699,"Veterinary Diets Hydra Care пищевая добавка для взрослых кошек для увеличения потребления воды и снижения концентрации мочи, 85 гр.",117,not_pomo_price,Purina
1043179,https://4lapy.ru//catalog/koshki/korm-koshki/vet-life-natural-diet-cat-renal-400-gr.html?offer=120006,"Vet Life Renal диетический сухой корм для кошек при почечной недостаточности, с курицей, 2кг",3045,not_pomo_price,Farmina
1009206,https://4lapy.ru//catalog/koshki/korm-koshki/Mealfeel_pauch_dlya_kotyat_kusochki_s_domashney_ptitsey_v_souse_100_g_1009206.html?offer=43451,"Functional Nutrition Junior Влажный корм (пауч) для котят, с кусочками птицы в соусе, 100 гр.",89,not_pomo_price,Mealfeel
1006496,https://4lapy.ru//catalog/koshki/korm-koshki/Wellkiss_konservirovannyy_korm_dlya_koshek_negnye_kusochki_forel_i_losos_pak__100_g_1006496.html?offer=45564,"Adult Влажный корм для взрослых кошек, с форелью и лососем в соусе, 100 гр.",68,57.8,Wellkiss
1003651,https://4lapy.ru//catalog/koshki/korm-koshki/Hills_suhoy_korm_dlya_sobak_melkih_i_karlikovyh_porod_starshe_7et_kuritsey.html?offer=45804,"Prescription Diet s/d Urinary Care сухой корм для кошек, лечение МКБ, с курицей, 1,5кг",2755,2479.5,Hill's
1008822,https://4lapy.ru//catalog/koshki/korm-koshki/Korm_dlya_koshek_Royal_Kanin_Intens_Byuti_v_gele_pak__85_g_1008822.html?offer=31013,"Intense Beauty влажный корм для поддержания красоты шерсти кошек в желе, 85 г",93,not_pomo_price,Royal Canin
1035887,https://4lapy.ru//catalog/koshki/korm-koshki/pauchi-dlya-sterilizovannyh-koshek-italyanskaya-forel.html?offer=102800,"Cat Grill Pouch влажный корм для стерилизованных кошек, вкус итальянскаяфорель, 85г",113,not_pomo_price,Monge
1040786,https://4lapy.ru//catalog/koshki/korm-koshki/just-korm-dlya-koshek-bezzernovoy-s-kuricey.html?offer=113389,"Adult Chicken Корм сухой беззерновой для кошек, с курицей, 1 кг",1099,not_pomo_price,Ownat
1009208,https://4lapy.ru//catalog/koshki/korm-koshki/Mealfeel_pauch_dlya_kotyat_kusochki_s_yagnenkom_v_souse_100_g_1009208.html?offer=43453,"Functional Nutrition Junior Влажный корм (пауч) для котят, с кусочками ягненка в соусе, 100 гр.",89,not_pomo_price,Mealfeel
1026801,https://4lapy.ru//catalog/koshki/korm-koshki/wellkiss-pauch-100g-dlya-koshek-sterilayzd-kusochki-s-yagnenkom-v-souse.html?offer=77315,"Sterilised Влажный корм (пауч) для стерилизованных кошек, кусочки с ягненком в соусе, 100 гр.",68,57.8,Wellkiss
1006938,https://4lapy.ru//catalog/koshki/korm-koshki/Hills_pauch_dlya_koshek_kusochki_kuritsy_v_souse_85_g_1006938.html?offer=41688,"Science Plan Optimal Care влажный корм для кошек, с курицей, 85г",105,73.5,Hill's
1027293,https://4lapy.ru//catalog/koshki/korm-koshki/purina-vetdieta-pauch-85g-dlya-koshek-en-losos.html?offer=79912,"Veterinary Diets EN St/Ox Gastrointestinal влажный корм для взрослых кошек при расстройствах пищеварения, с лососем, в соусе, 85 г",147,not_pomo_price,Purina
1019744,https://4lapy.ru//catalog/koshki/korm-koshki/Purina_UR_pauch_dlya_koshek_Losos_pak__85g_1019744.html?offer=42518,"Veterinary Diets UR ST/OX Urinary влажный корм для взрослых кошек при болезнях нижних отделов мочевыводящих путей, с лососем, в соусе, 85 г",147,not_pomo_price,Purina
1053912,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-koshek-indor-s-lososem-risom-i-yablokami.html?offer=146685,"Indoor сухой корм для кошек с лососем, рисом и яблоками, 1,5 кг",1589,not_pomo_price,UNICA
1055467,https://4lapy.ru//catalog/koshki/korm-koshki/vlazhnyy-korm-dlya-vzroslyh-koshek-tunec-s-morskim-okunem-v-nezhnom-v-zhele-85g.html?offer=151192,"Влажный корм для взрослых кошек, тунец с морским окунем в нежном в желе, 85 гр.",159,135.15,Grandin
1009608,https://4lapy.ru//catalog/koshki/korm-koshki/Hills_Sterilised_pauch_dlya_sterilizovannyh_koshek_s_indeykoy_85_g_1009608.html?offer=41702,"Science Plan Sterilised Cat влажный корм для кошек и котят от 6 месяцев, с индейкой, 85г",93,not_pomo_price,Hill's
1053563,https://4lapy.ru//catalog/koshki/korm-koshki/konservirovannyy-korm-dlya-sterilizovannyh-koshek-kusochki-s-govyadinoy-vsouse-dlya-kontrolya-vesa.html?offer=145853,"Functional Nutrition Влажный корм (пауч) для контроля веса у стерилизованных кошек, кусочки с говядиной в соусе, 85 гр.",68,not_pomo_price,Mealfeel
1049425,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-indeyka.html?offer=134294,"Корм консервированный полнорационный для кошек всех пород старше 1 года с индейкой, 70 г",93,79.05,Crave
1017249,https://4lapy.ru//catalog/koshki/korm-koshki/Pro_Plan_Delicate_suhoy_korm_dlya_kotyat_chuvstvitelnoe_pishchevarenie_indeyka.html?offer=42948,"Delicate сухой корм для котят при чувствительном пищеварении с индейкой, 1,5 кг",1765,not_pomo_price,Pro Plan ®
1016929,https://4lapy.ru//catalog/koshki/korm-koshki/Pro_Plan_Nutri_Savour_konservirovannyy_korm_dlya_kotyat_s_kuritsey_pak__85g_1016929.html?offer=44067,"Kitten влажный корм для котят с курицей, в желе, 85 г",87,not_pomo_price,Pro Plan ®
1049422,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-govyadina.html?offer=134288,"Корм консервированный полнорационный для кошек всех пород старше 1 года с говядиной, 70 г",93,79.05,Crave
1049424,https://4lapy.ru//catalog/koshki/korm-koshki/korm-vlazhnyy-dlya-koshek-krolik.html?offer=134292,"Корм консервированный полнорационный для кошек всех пород старше 1 года с кроликом, 70 г",93,79.05,Crave
1030526,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-royal-kanin-dlya-koshek-nyutrid-sataeti-belens-pak-400-g.html?offer=86941,"Корм сухой для кошек Ньютрид Сатаети Бэлэнс, 1,5 кг",2309,not_pomo_price,Royal Canin
1002779,https://4lapy.ru//catalog/koshki/korm-koshki/Royal_Canin_Sphynx_33_Adult_suhoy_korm_dlya_koshek_porody_Sfinks.html?offer=41931,"Sphynx Adult корм для кошек породы сфинкс старше 12 месяцев, 2 кг",2899,not_pomo_price,Royal Canin
1056406,https://4lapy.ru//catalog/koshki/korm-koshki/korm-suhoy-dlya-vzroslyh-koshek-krupnyh-porod-s-indeykoy-i-kuricey-400g.html?offer=154260,"Корм сухой для взрослых кошек крупных пород, с индейкой и курицей, 2 кг",1999,not_pomo_price,Mealfeel
1035789,https://4lapy.ru//catalog/koshki/korm-koshki/grandin-kusochki-s-kuricey-v-souse-bez-zlakov-dlya-kotyat.html?offer=102534,"Влажный корм для котят, кусочки с курицей в соусе без злаков, 85 гр.",99,not_pomo_price,Grandin
1053070,https://4lapy.ru//catalog/koshki/korm-koshki/konservirovannyy-korm-dlya-sterilizovannykh-koshek-kusochki-v-souse-s-yagnenkom.html?offer=144873,"Sterilized Влажный корм (пауч) для стерилизованных кошек, кусочки с ягненком в соусе, 85 гр.",55,not_pomo_price,Wellkiss
